city_id,city_name,state_id,state_code,county_area
1235,Poplar Grove,5,IL,Boone
1236,Port Lavaca,14,TX,Calhoun
1237,Port Orchard,15,WA,Kitsap
1238,Portland,13,TN,"Sumner County, TN"
1239,Posen,5,IL,Cook
1240,Potosi,8,MO,Washington
1241,Poulsbo,15,WA,Kitsap
1242,Powderhorn,2,CO,Gunnison
1243,Powhattan,6,KS,Brown
1244,Prairie Du Rocher,5,IL,Randolph-IL
1245,Prairie Village,6,KS,"Johnson, KS"
1246,Princeton,6,KS,"Franklin, KS"
1247,Princeton,8,MO,Mercer
1248,Prospect,13,TN,"Giles County, TN"
1249,Pueblo West,2,CO,Pueblo
1250,Pueblo,2,CO,Pueblo
1251,Pulaski,13,TN,"Giles County, TN"
1252,Purlear,10,NC,Wilkes
1253,Quebeck,13,TN,"White County, TN"
1254,Quincy,15,WA,Grant
1255,REDINGTON BEACH,3,FL,Pinellas
1256,REDINGTON SHORES,3,FL,Pinellas
1257,REUNION,3,FL,Osceola
1258,RIDGE MANOR,3,FL,Hernando
1259,RINCON,11,PR,Rincón
1260,RIO GRANDE,11,PR,Río Grande
1261,RIVER RANCH,3,FL,Polk
1262,RIVERVIEW,3,FL,Hillsborough
1263,ROCKLEDGE,3,FL,Brevard
1264,ROTONDA WEST,3,FL,Charlotte
1265,RUSKIN,3,FL,Hillsborough
1266,Raeford Township,10,NC,Hoke
1267,Raleigh,10,NC,Wake
1268,Ravenwood,8,MO,Nodaway
1269,Raymore,8,MO,Cass
1270,Raytown,8,MO,Jackson
1271,Rayville,8,MO,Ray
1272,Readyville,13,TN,"Rutherford County, TN"
1273,Red Boiling Springs,13,TN,"Macon County, TN"
1274,Red Cross,10,NC,Stanly
1275,Red Feather Lakes,2,CO,Larimer
1276,Red Rock,14,TX,Caldwell
1277,Redmond,15,WA,King
1278,Renton,15,WA,King
1279,Rhodhiss,10,NC,Caldwell
1280,Riceville,13,TN,"McMinn County, TN"
1281,Rich Hill,8,MO,Bates
1282,Richburg,12,SC,Chester
1283,Richfield,10,NC,Rowan
1284,Richland Springs,14,TX,San Saba
1285,Richmond,8,MO,Ray
1286,Riddleton,13,TN,"Smith County, TN"
1287,Ridgely,13,TN,Lake
